Nome: IMPERATRIZ
Codigo Estacao: 82564
Latitude: -5.53638888
Longitude: -47.47888888
Altitude: 126.33
Situacao: Operante
Data Inicial: 1991-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2016-09-23;6,6;4,8;6,2;34;27,5;20,5;78,8;69;,5;
2016-09-24;null;null;null;null;null;null;null;84;null;
2016-09-25;null;null;null;null;null;null;null;null;null;
2016-09-26;null;6,8;10,8;35,8;26,9;21,8;80;55;,8;
2016-09-27;4;6,5;,1;35,8;28,7;21;73,8;55;,3;
2016-09-28;4,7;5,6;16,2;35;27;21,2;82,5;60;,5;
2016-09-29;3,1;4,1;18,4;34,6;28,3;21,4;73;64;,5;
2016-09-30;2,7;0;30,6;29,5;25,5;21;91,3;74;0;
2016-10-01;null;null;null;null;null;null;null;91;null;
2016-10-02;null;null;null;null;null;null;null;null;null;
2016-10-03;null;8,4;0;37,2;28,9;20,6;72,3;52;,3;
2016-10-04;7,5;9,4;0;37;29,1;22,3;67,5;39;,4;
2016-10-05;3,1;,8;0;32,4;27,9;23,3;78,3;67;,6;
2016-10-06;3;7,6;0;35,9;28,9;21,2;72;57;,3;
2016-10-07;5,4;5,3;16,8;32,9;27,1;21;80;70;,5;
2016-10-08;null;8,2;null;35,7;null;null;63;79;null;
2016-10-09;null;null;null;null;null;null;null;67;null;
2016-10-10;null;7,9;0;35,9;29,3;22;71,5;55;,7;
2016-10-11;5,5;10,4;0;37,1;29,2;21;67,8;54;,2;
2016-10-12;null;null;null;null;null;null;null;71;null;
2016-10-13;null;8,9;0;36,9;29,9;21,2;62,5;51;,8;
2016-10-14;7,9;7,8;0;37,3;29,7;22,2;67,8;58;,5;
2016-10-15;null;null;null;null;null;null;null;70;null;
2016-10-16;null;null;null;null;null;null;null;null;null;
2016-10-17;null;6,6;0;36,6;29,4;21,8;65,3;51;,8;
2016-10-18;9,5;9,6;0;37,3;29,9;22;68;58;1,7;
2016-10-19;5;8,9;0;36,2;30,3;22,2;64;57;1,1;
2016-10-20;7,1;1,9;0;33,6;28,5;21,8;72;55;,7;
2016-10-21;4,7;2,7;0;33,2;28,1;22,4;75,3;65;1;
2016-10-22;null;null;null;null;null;null;null;84;null;
2016-10-23;null;null;null;null;null;null;null;null;null;
2016-10-24;null;0;2,1;32,8;27,1;20,5;77,3;61;,6;
2016-10-25;3,5;6,5;0;36,3;28,7;21;71,8;55;,7;
2016-10-26;5,4;5,1;0;36,6;30,1;22;67;56;,4;
2016-10-27;5,2;5,8;0;34,6;29,1;22,6;71,3;62;,8;
2016-10-28;3,6;5,3;0;35,7;29,6;22,4;69,3;55;,6;
2016-10-29;null;null;null;null;null;null;null;74;null;
2016-10-30;null;null;null;null;null;null;null;null;null;
2016-10-31;null;3,8;0;35,4;28,3;21,2;72,5;55;,7;
2016-11-01;4,6;6,9;1,6;35,8;29,3;21,4;68,3;54;,5;
2016-11-02;null;null;null;null;null;null;null;71;null;
2016-11-03;null;6;0;37;30,6;22,8;65,3;53;,3;
2016-11-04;5,7;7;0;37,7;30,5;22,2;72,8;50;,2;
2016-11-05;null;null;null;null;null;null;null;85;null;
2016-11-06;null;null;null;null;null;null;null;null;null;
2016-11-07;null;2,2;0;35,7;29,6;21,8;69,5;55;,8;
2016-11-08;3,4;4;0;35,4;28,6;22,8;76;56;,4;
2016-11-09;5,8;3;1,2;33,6;26,3;21,2;78;63;,9;
2016-11-10;7,7;5,4;,8;33,6;27,2;21;81;65;,9;
2016-11-11;2,6;2,7;24,7;32,8;27,6;21,2;79;68;,7;
2016-11-12;null;null;null;null;null;null;null;87;null;
2016-11-13;null;null;null;null;null;null;null;null;null;
2016-11-14;null;7;0;37,8;30,9;21,4;63,3;48;,4;
2016-11-15;null;null;null;null;null;null;null;67;null;
2016-11-16;5,4;2,2;14,2;33,8;28,7;21,2;69;52;,9;
2016-11-17;4,3;8,7;0;35,3;29,4;21,4;77,8;69;,7;
2016-11-18;5,7;1,6;0;32,5;27,9;22,8;77,3;68;,7;
2016-11-19;null;null;null;null;null;null;null;83;null;
2016-11-20;null;null;null;null;null;null;null;null;null;
2016-11-21;null;4,6;35,8;31,3;26,3;21,4;83,5;67;,7;
2016-11-22;2,6;4,4;1,2;33,4;27,5;21;81,3;64;,5;
2016-11-23;2,7;8,6;0;33,3;28;21;76;67;1;
2016-11-24;4,3;9,8;0;35,4;29,3;21,4;74,5;63;,9;
2016-11-25;4,8;8;0;34,2;29,4;22,8;72;60;,6;
2016-11-26;null;null;null;null;null;null;null;80;null;
2016-11-27;null;null;null;null;null;null;null;null;null;
2016-11-28;null;6,7;0;36,4;29,5;21,4;66,5;49;,7;
2016-11-29;6,3;9,3;0;35,8;29,6;21,8;70,3;57;,5;
2016-11-30;6,6;4,4;0;34,3;28,6;22,2;73,8;59;,6;
2016-12-01;5,2;6,4;0;34,3;28,9;21,8;74;68;,7;
2016-12-02;5,5;,1;0;30,3;26;21,8;82,3;74;,7;
2016-12-03;null;null;null;null;null;null;null;90;null;
2016-12-04;null;null;null;null;null;null;null;null;null;
2016-12-05;null;5,4;15;34,4;28,9;22,8;70,5;52;,7;
2016-12-06;4,7;6,6;,2;35,2;28,9;21,8;73,5;60;,5;
2016-12-07;4,4;3,8;2,8;33,4;27;21,8;81,3;62;,8;
2016-12-08;null;null;null;null;null;null;null;90;null;
2016-12-09;null;7,5;57,8;33;27,8;21;73,3;65;,6;
2016-12-10;null;null;null;null;null;null;null;73;null;
2016-12-11;null;null;null;null;null;null;null;null;null;
2016-12-12;null;1,5;4,8;33,6;26,7;21;81,5;62;,3;
2016-12-13;2,2;4,2;,5;33;27,6;21;76;65;,6;
2016-12-14;2,6;0;114,8;28,6;24,5;18,8;91,8;81;,2;
2016-12-15;3,1;0;9,6;27,9;24,3;18,8;94;91;,5;
2016-12-16;3;3,6;1;33,5;27;19,8;81;64;,7;
2016-12-17;null;null;null;null;null;null;null;85;null;
2016-12-18;null;1,4;null;29,8;null;null;86;null;null;
2016-12-19;null;0;18,2;28,9;25,5;19,6;87;81;,3;
2016-12-20;2,3;6,1;,5;33;26,9;19,7;75;59;,7;
2016-12-21;4;7;0;33,5;27,4;21;73,3;60;,7;
2016-12-22;4,7;9,9;0;34,2;29,1;21,8;70,3;60;,7;
2016-12-23;5,4;3,2;0;33,4;28,3;21,8;78,3;65;,5;
2016-12-24;null;null;null;null;null;null;null;82;null;
2016-12-25;null;null;null;null;null;null;null;null;null;
2016-12-26;null;4,6;22,8;33,7;27,6;21;81;62;,6;
2016-12-27;2,6;3,7;2,8;33,4;26,1;21;83,8;72;,3;
2016-12-28;3,7;5;10,2;32,3;27,3;21,8;86,8;70;,8;
2016-12-29;1,9;0;,2;31,6;26,2;21;88,8;72;,5;
2016-12-30;5,2;4,6;0;31,3;26,7;21;86,5;78;,7;
2016-12-31;null;null;null;null;null;null;null;93;null;
2017-01-01;null;null;null;null;null;null;null;null;null;
2017-01-02;null;,6;3,2;28,3;25,9;21,8;92,5;88;,2;
2017-01-03;4,6;,9;,2;30,8;25,7;21;86,8;76;,9;
2017-01-04;5;7,4;0;33,8;27,5;21;79,5;63;,7;
2017-01-05;9,4;3,7;0;32,8;26,8;21,2;88,8;81;,3;
2017-01-06;3,4;5,6;7,2;33,6;27,7;21,4;81,5;71;,7;
2017-01-07;null;null;null;null;null;null;null;82;null;
2017-01-08;null;null;null;null;null;null;null;null;null;
2017-01-09;null;3,7;2,8;32,4;26,9;21,8;79,5;62;,2;
2017-01-10;3,2;6,5;,6;33,1;27,9;21,4;76,8;66;,3;
2017-01-11;4,2;5,3;0;32,3;26,6;21,2;89;77;,3;
2017-01-12;6,5;8,5;9,8;33,1;27,5;20,8;76;66;,3;
2017-01-13;4,2;7,9;0;34,2;26;21,8;83,8;60;1,2;
2017-01-14;null;null;null;null;null;null;null;99;null;
2017-01-15;null;null;null;null;null;null;null;null;null;
2017-01-16;null;5,9;86;33,1;28,3;21,8;78,3;66;,2;
2017-01-17;3,2;3,1;41,6;30,3;25,8;20,8;87;80;,8;
2017-01-18;1,5;0;84,6;27;24;20,8;92,8;86;,8;
2017-01-19;1;1,6;3;30,4;25,5;19,8;91,8;92;,2;
2017-01-20;1,7;9,7;10,2;32,3;26,2;17,7;89,8;78;,3;
2017-01-21;null;null;null;null;null;null;null;96;null;
2017-01-22;null;null;null;null;null;null;null;null;null;
2017-01-23;null;4,4;17,2;31,8;26,6;22,2;88,8;74;,3;
2017-01-24;1,9;0;47,2;26,8;23;19,8;94;93;,3;
2017-01-25;,5;3,5;51;31,4;25,9;20,8;92,5;85;,3;
2017-01-26;1,5;4,6;12;30,7;24,8;19,7;92,3;87;,3;
2017-01-27;1,7;6,9;,6;33,1;27,1;21,8;78;52;,3;
2017-01-28;null;null;null;null;null;null;null;86;null;
2017-01-29;null;null;null;null;null;null;null;null;null;
2017-01-30;null;1,7;,2;32,8;26,5;19,6;85,3;67;,3;
2017-01-31;2,6;4,1;1,8;32,7;27,8;22,8;83,3;77;,2;
2017-02-01;2,6;2,7;2,4;32,9;25,7;21,8;88,3;69;,3;
2017-02-02;2,3;2,7;18,6;31,5;25,6;21,8;90,5;76;,1;
2017-02-03;2,1;3,7;12,2;31,2;26,3;21,8;88,5;76;0;
2017-02-04;null;null;0;null;null;null;null;93;null;
2017-02-05;null;null;0;null;null;null;null;null;null;
2017-02-06;null;2,1;3,5;34,2;27,2;19,3;81,8;68;,3;
2017-02-07;3,4;6;,5;33,9;27;21,8;84;67;,8;
2017-02-08;3,2;,2;58,8;29,1;24,8;21,3;94;89;,4;
2017-02-09;1;2,5;18,6;31,2;26,3;21,5;88,3;73;,5;
2017-02-10;1,1;1;50,7;29,1;25;21;93;82;,3;
2017-02-11;null;null;44;null;null;null;null;96;null;
2017-02-12;null;null;0;null;null;null;null;null;null;
2017-02-13;null;0;27,2;25,6;23,8;21,8;95,8;95;,2;
2017-02-14;1,7;3,1;16,8;30,8;26,5;21,4;90,5;81;,7;
2017-02-15;2,4;3,1;0;31,8;27,1;22,7;87;75;,6;
2017-02-16;3,7;1,1;0;31,8;27,6;22,8;82,3;81;,3;
2017-02-17;2,8;,3;0;34,4;27,1;22;85,5;67;,8;
2017-02-18;null;null;,2;null;null;null;null;94;null;
2017-02-19;null;null;31,4;null;null;null;null;null;null;
2017-02-20;null;3,8;10,4;33;25,9;22,6;87,3;68;0;
2017-02-21;2,8;2,5;43,7;29,3;25,3;21;90,8;84;,8;
2017-02-22;2,8;2,5;0;31,9;26,1;22;88,8;81;,3;
2017-02-23;2,3;1,2;1,8;31,8;26,2;21;85,8;77;,1;
2017-02-24;2,8;7,5;0;34,3;27,1;21,3;86,5;71;,4;
2017-02-25;null;null;0;null;null;null;null;94;null;
2017-02-26;null;null;19,5;null;null;null;null;null;null;
2017-02-27;null;5,5;3;33,7;27,3;21,8;78;62;,3;
2017-02-28;3,4;5;0;34,4;26,8;22;81,5;68;,6;
2017-03-01;2,6;,7;24,1;33,1;26,1;21;86;68;,7;
2017-03-02;2;4,1;20,6;33;26;20,8;86,3;68;,4;
2017-03-03;2,6;7,4;0;33,5;27,1;21,6;83;70;,6;
2017-03-04;null;null;12,2;null;null;null;null;91;null;
2017-03-05;null;null;0;null;null;null;null;null;null;
2017-03-06;null;4,6;11,6;32,5;27,9;22;84,5;76;1;
2017-03-07;2,5;5,2;11,1;33,1;26,8;22;93;79;,6;
2017-03-08;1,5;2;4,4;32,7;26,1;21;92,8;87;,7;
2017-03-09;2,5;5,8;34,6;31,7;26,4;21;88,5;73;,3;
2017-03-10;1,9;5,4;21,7;31,4;25,8;21,7;89,8;83;,3;
2017-03-11;null;null;3,2;null;null;null;null;93;null;
2017-03-12;null;null;0;null;null;null;null;null;null;
2017-03-13;null;2,1;4,2;32,8;27,1;21,2;87,5;78;,3;
2017-03-14;1,9;2,5;3,6;32,3;26,9;22,4;87,8;81;,3;
2017-03-15;2,1;1,8;13,1;31,3;26;21,4;91;84;,3;
2017-03-16;1,7;1,9;0;31,3;26,8;22,4;88,5;81;,7;
2017-03-17;2,7;,6;0;29,8;25,3;22,2;90;81;0;
2017-03-18;null;null;20,9;null;null;null;null;96;null;
2017-03-19;null;null;31,3;null;null;null;null;null;null;
2017-03-20;null;3,3;0;33,1;27,2;22;85,3;72;,3;
2017-03-21;5,2;2,7;1;31,4;26,5;21,4;85,8;74;,7;
2017-03-22;2;4,9;,5;32,3;27,5;22,4;82,3;74;,2;
2017-03-23;2,9;3,1;7,6;32,8;27,5;22,2;81,3;77;,7;
2017-03-24;2,4;3,4;0;31,6;27,1;22,2;82,5;80;,2;
2017-03-25;null;null;0;null;null;null;null;81;null;
2017-03-26;null;null;6,6;null;null;null;null;null;null;
2017-03-27;null;4,4;0;32,3;26,4;21,7;89,3;77;0;
2017-03-28;2,3;8,4;10,7;33,2;27;21,1;85,5;69;,1;
2017-03-29;3,2;5;0;32,6;26,6;22,7;88,5;75;,3;
2017-03-30;,9;3,3;12,3;30,8;26,4;21,6;89,3;87;,4;
2017-03-31;1,8;3;14,7;32,5;26,2;20,5;85,3;78;,3;
2017-04-01;null;null;3,7;null;null;null;null;84;null;
2017-04-02;null;null;4,4;null;null;null;null;null;null;
2017-04-03;null;2,5;23,1;30,3;25,3;21,8;95,8;98;,3;
2017-04-04;,6;1,4;35,6;31,1;26,4;22,8;92;93;0;
2017-04-05;1;4,6;3,4;32,5;26,9;22;87,3;80;,6;
2017-04-06;1,5;8,3;0;33,4;26,3;21,8;86,3;69;,7;
2017-04-07;2,3;9,4;15;31,1;26,2;21,4;84,8;81;,6;
2017-04-08;null;null;null;null;null;null;null;84;null;
2017-04-09;null;null;null;null;null;null;null;null;null;
2017-04-10;null;5,4;7;32,8;27,6;21,2;81;70;,7;
2017-04-11;3,1;6,7;0;33,2;27,5;22,4;85,3;75;,3;
2017-04-12;3,3;6,5;0;33,7;27;22,3;86;65;,4;
2017-04-13;2,9;6;,7;32,3;26,7;22,4;85,3;72;,7;
2017-04-14;2,1;6,5;11,6;33,3;27;22;85,5;73;,8;
2017-04-15;null;null;,1;null;null;null;null;92;null;
2017-04-16;null;null;0;null;null;null;null;null;null;
2017-04-17;null;4;0;32,2;27,5;21,8;87,3;80;,7;
2017-04-18;2,9;6,7;0;32,7;27,9;21,8;82,5;78;,2;
2017-04-19;2,8;4,8;2,8;33,1;27,1;22,4;81,8;69;,7;
2017-04-20;2,2;8,2;13,8;33,5;27,5;21,9;82;63;,7;
2017-04-21;2,6;8,8;0;33,8;28,4;22;82;76;,7;
2017-04-22;null;null;null;null;null;null;null;87;null;
2017-04-23;null;null;null;null;null;null;null;null;null;
2017-04-24;null;5,8;0;35,6;27,3;22,6;84,3;63;,3;
2017-04-25;3;8,3;22,7;34,4;27;21,2;83,3;63;,5;
2017-04-26;2,6;9,8;5,8;34,2;28,1;21,2;78,3;69;,3;
2017-04-27;3,6;8,6;0;34,3;28,5;22,2;82,5;67;,7;
2017-04-28;3,9;9,4;0;33,6;28,7;22,2;75,3;73;,5;
2017-04-29;null;null;5,2;null;null;null;null;77;null;
2017-04-30;null;null;13,7;null;null;null;null;null;null;
2017-05-01;null;6,8;0;32,4;27,5;21,7;79,5;68;,4;
2017-05-02;null;7,3;0;34,1;28;23;85;70;,5;
2017-05-03;4,1;8;0;33,3;28;22,2;82,3;68;,6;
2017-05-04;4,3;7,7;0;34,5;28,6;22;78,5;60;,5;
2017-05-05;5,4;6,1;0;33,3;28,3;23,1;81;71;,6;
2017-05-06;null;null;,8;null;null;null;null;85;null;
2017-05-07;null;null;0;null;null;null;null;null;null;
2017-05-08;null;9,6;null;35,1;28,7;21,9;77,3;64;,3;
2017-05-09;8,1;7,3;0;34,6;28,5;22;79,3;68;,4;
2017-05-10;1,1;1,7;,2;32,9;27,7;22,8;83,5;79;,4;
2017-05-11;2,6;5,7;0;34,3;27,3;22,4;84,5;75;,3;
2017-05-12;3,3;1,9;,1;31,9;26,6;22,7;90;81;,3;
2017-05-13;null;null;,9;null;null;null;null;95;null;
2017-05-14;null;null;0;null;null;null;null;null;null;
2017-05-15;null;7,7;0;33,8;28,4;21,8;82,8;69;,5;
2017-05-16;3;7,9;0;34,7;28,8;22,5;75,8;63;,4;
2017-05-17;6,4;7,7;0;35,4;28,7;22;76,5;61;,6;
2017-05-18;7,7;8,1;0;34,8;27,6;22,4;84,3;68;,2;
2017-05-19;4,4;5,9;21,1;32,6;27,4;22,5;84,3;76;,3;
2017-05-20;null;null;null;null;null;null;null;86;null;
2017-05-21;null;null;null;null;null;null;null;null;null;
2017-05-22;null;8,4;0;34,4;28;21,6;78,5;60;,3;
2017-05-23;5,6;7,4;0;33,9;28,5;22,2;75,8;67;,1;
2017-05-24;5;7,6;0;33,7;28,2;22,4;78,3;67;,7;
2017-05-25;4,1;9,7;0;34,8;28,8;22,4;74,3;59;,3;
2017-05-26;4,6;4,3;0;32,8;28,4;22,4;79;69;,8;
2017-05-27;null;null;0;null;null;null;null;84;null;
2017-05-28;null;null;null;null;null;null;null;null;null;
2017-05-29;null;8,6;0;34;27,6;21,3;77,5;58;,5;
2017-05-30;2,2;8,5;0;33,8;28,2;21,2;78,5;74;,5;
2017-05-31;3,1;7,7;0;33,8;27,9;21,8;79,5;65;,5;
2017-06-01;5;8,2;0;35;28,3;21;79;63;,3;
2017-06-02;4,2;4,9;0;33,8;28,3;22,7;81,8;75;,5;
2017-06-03;null;null;0;null;null;null;null;86;null;
2017-06-04;null;null;0;null;null;null;null;null;null;
2017-06-05;null;9,6;0;34,3;27,8;20,3;71,8;61;,2;
2017-06-06;2;9,7;0;34,7;28,1;21;70,8;52;,5;
2017-06-07;2,5;9,3;0;35,4;28,1;19,8;73,3;53;,4;
2017-06-08;2,2;7,3;0;33,8;27,4;19,2;74,5;54;,3;
2017-06-09;2,5;9,3;0;35,1;28;19;73;56;,7;
2017-06-10;null;null;0;null;null;null;null;81;null;
2017-06-11;null;null;0;null;null;null;null;null;null;
2017-06-12;null;4;17,8;33,9;26,4;19,8;84,3;81;,3;
2017-06-13;4,2;9,4;3,6;34,4;26,9;19;77,5;58;,5;
2017-06-14;3,6;7,1;0;33,9;27,1;18,8;78,3;62;,2;
2017-06-15;2,2;8,9;0;34,6;27,6;19,8;72,5;54;,3;
2017-06-16;7,2;9,3;0;33,4;26,9;18,8;71,8;58;,3;
2017-06-17;null;null;0;null;null;null;null;74;null;
2017-06-18;null;null;0;null;null;null;null;null;null;
2017-06-19;null;8,1;0;34,6;27,9;18,8;74,5;60;,3;
2017-06-20;3,6;9,4;0;33,8;28,2;19,8;76,8;63;,7;
2017-06-21;4,4;9;0;34,4;28,1;20,2;79,5;65;,4;
2017-06-22;4;9,7;0;34,7;27,4;19,2;74,5;55;,7;
2017-06-23;4,9;9,6;0;34,6;27;18,4;73,8;56;0;
2017-06-24;null;null;0;null;null;null;null;83;null;
2017-06-25;null;null;0;null;null;null;null;null;null;
2017-06-26;null;8,2;0;34,1;27,3;18,2;66,5;51;,3;
2017-06-27;4,6;9,4;0;34,1;27,3;18,1;74;65;,3;
2017-06-28;3,1;9,5;0;35,1;27,8;18,5;70,5;54;,5;
2017-06-29;5,5;9,6;0;35,5;26,9;17,2;69;53;0;
2017-06-30;7;8,2;0;34,2;27,3;18,1;71,8;61;,6;
2017-07-01;null;null;null;null;null;null;null;76;null;
2017-07-02;null;null;null;null;null;null;null;null;null;
2017-07-03;null;1,6;13,2;34,2;26,1;19,8;86,5;76;0;
2017-07-04;5,3;9,6;0;33,9;27,2;20,4;73;62;,7;
2017-07-05;6,5;9,7;0;33,9;26,2;17,3;67,8;54;,8;
2017-07-06;6,5;9,7;0;35;27,3;19,7;71,3;57;,5;
2017-07-07;6,7;7,8;0;35;28,1;22;69,5;51;,3;
2017-07-08;null;null;0;null;null;null;null;74;null;
2017-07-09;null;null;0;null;null;null;null;null;null;
2017-07-10;null;7,8;0;35,5;27,2;17,7;67;50;,3;
2017-07-11;7,4;8,1;0;36;27,9;19,8;68;52;,3;
2017-07-12;null;null;null;null;null;null;null;74;null;
2017-07-13;null;null;null;null;null;null;null;null;null;
2017-07-14;null;null;null;null;null;null;null;null;null;
2017-07-15;null;null;null;null;null;null;null;null;null;
2017-07-16;null;null;null;null;null;null;null;null;null;
2017-07-17;null;null;null;null;null;null;null;null;null;
2017-07-18;null;null;null;null;null;null;null;null;null;
2017-07-19;null;null;null;null;null;null;null;null;null;
2017-07-20;null;null;null;null;null;null;null;null;null;
2017-07-21;null;null;null;null;null;null;null;null;null;
2017-07-22;null;null;null;null;null;null;null;null;null;
2017-07-23;null;null;null;null;null;null;null;null;null;
2017-07-24;null;null;null;null;null;null;null;null;null;
2017-07-25;null;null;null;null;null;null;null;null;null;
2017-07-26;null;null;null;null;null;null;null;null;null;
2017-07-27;null;null;null;null;null;null;null;null;null;
2017-07-28;null;null;null;null;null;null;null;null;null;
2017-07-29;null;null;null;null;null;null;null;null;null;
2017-07-30;null;null;null;null;null;null;null;null;null;
2017-07-31;null;null;null;null;null;null;null;null;null;
2017-08-01;4,7;9,1;0;36,9;28,6;19,8;69,8;49;,3;
2017-08-02;3,9;10;0;37,3;28,7;18,6;64,5;47;,5;
2017-08-03;8,2;6,4;0;36,2;28,8;19;66,3;53;,3;
2017-08-04;6,8;9,2;0;36,6;30;20,8;66,5;53;,7;
2017-08-05;null;null;0;null;null;null;null;72;null;
2017-08-06;null;null;7,8;null;null;null;null;null;null;
2017-08-07;null;8;0;34,5;28;19,8;68,3;54;,9;
2017-08-08;8,3;9,4;0;36,6;28,8;19,8;67,5;50;,7;
2017-08-09;6,8;10,4;0;38;29,7;19,8;63,8;44;,7;
2017-08-10;8,8;10,4;0;38,1;29,4;19,4;66;45;,7;
2017-08-11;5,6;9;0;36,7;30;24,8;69;54;,7;
2017-08-12;null;null;null;null;null;null;null;74;null;
2017-08-13;null;null;null;null;null;null;null;null;null;
2017-08-14;null;8,3;0;37,3;29,9;19,8;60,5;51;0;
2017-08-15;10,1;9,2;0;37,5;29,8;20,1;68;49;,3;
2017-08-16;5,9;8,9;0;37;29,4;21,7;69;53;,6;
2017-08-17;7,4;8,9;0;36,8;28,2;19,2;71,5;54;,7;
2017-08-18;7,1;10,5;0;37,4;29,8;21,9;63;51;,3;
2017-08-19;null;null;0;null;null;null;null;66;null;
2017-08-20;null;null;0;null;null;null;null;null;null;
2017-08-21;null;5;0;35,2;27,3;19,8;73;58;,4;
2017-08-22;5,7;10,2;0;36,3;29,3;19,8;64,3;57;,7;
2017-08-23;7,6;10,2;,1;37,1;29,2;21,3;66,8;49;,5;
2017-08-24;7,8;10,6;0;37,4;28,3;18,2;61;47;1,1;
2017-08-25;8,4;10,3;0;37,2;29,2;19;61,5;51;0;
2017-08-26;null;null;0;null;null;null;null;65;null;
2017-08-27;null;null;0;null;null;null;null;null;null;
2017-08-28;null;7,9;0;38,8;29,8;19;62,5;43;,6;
2017-08-29;4,1;7,9;0;38;30;21,2;59,5;44;,7;
2017-08-30;8;9,4;0;37,7;29,6;20,3;70,8;43;,5;
2017-08-31;7,9;10,6;0;38,6;30,1;19,2;66,8;49;,4;
2017-09-01;9,4;6,6;0;36,9;29,4;21,8;65,3;40;,7;
2017-09-02;null;null;0;null;null;null;null;70;null;
2017-09-03;null;null;0;null;null;null;null;null;null;
2017-09-04;null;10;0;37,4;29,3;20,1;55,5;43;,8;
2017-09-05;10,1;9,7;0;36,9;29;18,3;58,8;48;,8;
2017-09-06;5,5;9,7;0;38,1;30,7;20,2;51,3;45;,6;
2017-09-07;7,4;8,5;0;37,2;29,7;20,3;62;45;,6;
2017-09-08;7,1;9,9;0;38,7;30,5;20,2;60,8;47;,1;
2017-09-09;null;null;0;null;null;null;null;62;null;
2017-09-10;null;null;0;null;null;null;null;null;null;
2017-09-11;null;9,1;0;38,3;30,8;21;56;45;,6;
2017-09-12;11,8;10,1;0;38,7;30,4;20,8;61;53;1,1;
2017-09-13;11,8;9,5;0;37,8;30,5;20,2;61,3;51;,5;
2017-09-14;6,4;9,2;0;38,6;30,2;19,7;57,5;51;,5;
2017-09-15;10,4;9,7;0;38,2;30,9;20,6;59,5;51;,5;
2017-09-16;null;null;0;null;null;null;null;61;null;
2017-09-17;null;null;0;null;null;null;null;null;null;
2017-09-18;null;10;0;38,4;30,5;20,2;58,3;50;,7;
2017-09-19;10,4;9,8;0;37,7;30,2;20,6;69,8;51;,3;
2017-09-20;10,2;9,2;0;39,6;31,4;21,4;57,5;48;,7;
2017-09-21;9,5;9,2;0;38,3;31,2;22,4;56,5;44;,4;
2017-09-22;10;8,7;0;38,2;31,4;22,3;58,8;52;,8;
2017-09-23;null;null;0;null;null;null;null;60;null;
2017-09-24;null;null;0;null;null;null;null;null;null;
2017-09-25;null;8,3;0;37,9;30,2;22;69,5;48;,5;
2017-09-26;9;9,9;0;38,9;30,6;20,1;58,5;47;1,2;
2017-09-27;10,1;7,6;0;39,1;31,6;22,2;58,8;52;,7;
2017-09-28;9,6;9,7;0;39,9;31,6;22,8;60,8;48;,4;
2017-09-29;13,6;10;0;39,2;32,1;23;55,8;48;,5;
2017-09-30;null;null;0;null;null;null;null;57;null;
2017-10-01;null;null;0;null;null;null;null;null;null;
2017-10-02;null;5,1;0;37,1;30,1;21,7;70;58;,3;
2017-10-03;10,2;9;0;38,9;30,2;22;63,8;49;,7;
2017-10-04;12,2;9,4;0;39,4;31,3;20,7;63,3;48;,3;
2017-10-05;7,1;9,6;0;39,1;31,5;22,7;57,3;49;,5;
2017-10-06;12,2;9,3;0;39;31,9;22,5;55,8;48;,1;
2017-10-07;null;null;0;null;null;null;null;53;null;
2017-10-08;null;null;0;null;null;null;null;null;null;
2017-10-09;null;5,1;0;36,9;30,2;22,2;69,8;59;,7;
2017-10-10;7,3;5,2;0;35,6;29,7;22,3;68,5;59;0;
2017-10-11;8;5,2;0;37;29,5;22,5;68,8;55;,3;
2017-10-12;6,7;6;0;37,1;30,3;22,4;66;55;,5;
2017-10-13;8;5,3;0;37,4;27,7;22,8;78;52;,8;
2017-10-14;null;null;16,2;null;null;null;null;92;null;
2017-10-15;null;null;1,8;null;null;null;null;null;null;
2017-10-16;9,3;6,4;0;35,5;29,8;21,2;66;54;,6;
2017-10-17;8,1;8,7;0;37,5;31,1;22,4;60;45;,9;
2017-10-18;9,7;8,5;0;37,6;30,6;22,2;62,5;53;,4;
2017-10-19;10,8;9,3;0;37,4;29,2;21,9;70,3;53;,4;
2017-10-20;7,3;9,6;2,8;38,7;31,2;22,2;57,3;47;,3;
2017-10-21;null;null;0;null;null;null;null;56;null;
2017-10-22;null;null;0;null;null;null;null;null;null;
2017-10-23;null;6,5;0;36,6;30,7;22,8;65,8;52;,5;
2017-10-24;3,7;8,5;0;39,5;31,4;23,3;65;48;,2;
2017-10-25;8,7;2,4;0;33,1;29,3;23,8;73;67;,7;
2017-10-26;5,3;6,7;0;38,4;30,4;22,7;65;53;,3;
2017-10-27;5,9;2,4;0;35,5;29,9;22,4;68,3;57;,4;
2017-10-28;null;null;0;null;null;null;null;73;null;
2017-10-29;null;null;10,4;null;null;null;null;null;null;
2017-10-30;8,4;2,1;0;32,7;27,8;20,6;78;67;,3;
2017-10-31;4,6;0;17,9;26,3;23,7;20,1;95,8;86;0;
